YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER
2015,27377NGNRD1239R,1.1E+11,ENGINEERED CONTROLS INTERNATIONAL,1239 ROCK CREEK DAIRY RD,WHITSETT,GUILFORD,NC,27377,,,36.05242,-79.59963,NO,332,Fabricated Metals,,,,,,,332911,,,,,,1.31521E+12,MANGANESE COMPOUNDS,N450,650010,YES,TRI,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,ENGINEERED CONTROLS INTERNATIONAL,161581525
2015,28429CCDNTOFFST,1.1E+11,ELEMENTIS CHROMIUM INC,5408 HOLLY SHELTER RD,CASTLE HAYNE,NEW HANOVER,NC,28429,,,34.372516,-77.859466,NO,325,Chemicals,,,,,,,325180,,,,,,1.31521E+12,MANGANESE COMPOUNDS,N450,650010,YES,TRI,YES,1,NO,R,Pounds,0,444.8,0,0,0,0,0,0,0,0,0,0,479688,0,480132.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480132.8,0,0,480132.8,0,0,0,0,0,0,0,0,480132.8,,PRODUCTION,0.96,ELEMENTIS,NA
2015,27306HMNTS149HO,1.10023E+11,UNILIN US MDF,149 HOMANIT USA RD,MOUNT GILEAD,MONTGOMERY,NC,27306,,,35.251428,-79.974688,NO,321,Wood Products,,,,,,,321219,,,,,,1.31521E+12,COBALT,7440484,150078,YES,TRI,YES,1,YES,R,Pounds,0,0.679,0,0,0,0,0,0,0,0,0,0,0,0,0.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679,0,0,0.679,0,0,0,0,0,0,0,0,0.679,,PRODUCTION,1.01,NA,
2015,27835BRRGHINTER,1.10001E+11,DSM PHARMACEUTICALS INC,5900 MLK JR HWY,GREENVILLE,PITT,NC,27834,,,35.659766,-77.358783,NO,325,Chemicals,,,,,,,325412,326199,325411,,,,1.31521E+12,LEAD,7439921,149583,YES,PBT,YES,1,YES,R,Pounds,0,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27379,0,0,27379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27379.214,0,0,0.214,0,27379,0,0,0,0,0,0,27379.214,,PRODUCTION,0.95,DSM RESINS BUSINESS GROUP,404248536
2015,28024DKNRGDUKEP,1.10006E+11,DUKE ENERGY CAROLINAS LLC - ROGERS ENERGY COMPLEX,573 DUKE POWER RD,MOORESBORO,RUTHERFORD,NC,28114,,,35.217222,-81.761111,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31521E+12,BARIUM COMPOUNDS,N040,649426,NO,TRI,NO,3,NO,R,Pounds,0,48,2404,0,0,0,0,0,180000,0,0,0,22000,0,204452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204456,0,180000,24000,0,4,0,0,0,0,0,0,204004,,PRODUCTION,0.72,DUKE ENERGY CORP,6996052
2015,28379CRYST162EN,1.10034E+11,LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-NC,162 ENTERPRISE DR,ROCKINGHAM,RICHMOND,NC,28379,,,34.96422,-79.8091,NO,326,Plastics and Rubber,,,,,,,326199,,,,,,1.31521E+12,STYRENE,100425,19414,YES,TRI,NO,0,YES,R,Pounds,0,59197,0,0,0,0,0,0,0,0,0,0,0,0,59197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,0,951,0,0,0,0,0,0,0,59197,0,0,59197,0,0,0,951,0,0,1630,0,61778,,PRODUCTION,1.25,LATHAM POOL PRODUCTS INC,963380139
2015,28456FDRLPRIEGE,1.1001E+11,INTERNATIONAL PAPER RIEGELWOOD MILL,865 JOHN L.RIEGEL RD,RIEGELWOOD,COLUMBUS,NC,28456,,,34.3522,-78.2125,NO,322,Paper,,,,,,,322110,322121,,,,,1.31521E+12,MANGANESE COMPOUNDS,N450,650010,YES,TRI,YES,1,NO,R,Pounds,0,604,47092,0,0,0,0,0,113044,0,0,0,0,0,160740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160740,0,113044,47696,0,0,0,0,0,0,0,0,160740,,PRODUCTION,0.97,INTERNATIONAL PAPER CO,1316561
2015,27709JMCSNONEIN,1.10012E+11,JMC (USA) INC,ONE INNOVATION DR,RESEARCH TRIANGLE PARK,DURHAM,NC,27709,,,35.87595,-78.88483,NO,331,Primary Metals,,,,,,,331410,,,,,,1.31521E+12,LEAD,7439921,149583,YES,PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,2545,6982,0,0,9527,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.00134,0.00066,0,0,0,9527,0,0,9527.002,,PRODUCTION,0.53,JAPAN METALS & CHEMICALS CO LTD,NA
2015,2827WBSCHR141SL,1.10069E+11,BOSCH REXROTH CORP,14001 S LAKES DR,CHARLOTTE,MECKLENBURG,NC,28273,,,35.10315,-80.95797,NO,332,Fabricated Metals,,,,,,,332991,333922,333249,,,,1.31521E+12,LEAD,7439921,149583,YES,PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04,0,0,0,0,0,18.21,24.25,0,0,0,0,1044.36,1044.36,0,0,0,0,0,0,0,0,0,0,24.25,0,0,0,6.04,18.21,0,0,0,1044.36,0,0,1068.61,,PRODUCTION,1.55,ROBERT BOSCH LLC,621580633
2015,2729WRRPLS18WEL,1.10069E+11,AURORA PLASTICS - WELCOME PLANT,180 WELCOME CENTER BLVD,LEXINGTON,DAVIDSON,NC,27295,,,35.93484,-80.23533,NO,325,Chemicals,,,,,,,325991,,,,,,1.31521E+12,MANGANESE COMPOUNDS,N450,650010,YES,TRI,YES,1,NO,R,Pounds,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.11,0,0,0,0,0.11,0,0,0,0.22,,,,AURORA PLASTICS,NA
2015,27260PDMNT331BU,1.1E+11,PIEDMONT CHEMICAL INDUSTRIES I LLC,331 BURTON AVE,HIGH POINT,GUILFORD,NC,27262,,,35.93713,-80.03369,NO,325,Chemicals,,,,,,,325611,325199,,,,,1.31521E+12,MALEIC ANHYDRIDE,108316,25015,YES,TRI,NO,0,NO,R,Pounds,5,0.5652,0,0,0,0,0,0,0,0,0,0,0,0,5.5652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5652,0,0,5.5652,0,0,0,0,0,0,0,0,5.5652,,PRODUCTION,0,PIEDMONT CHEMICAL INDUSTRIES INC,3215779
2015,27573LSNPC10475,1.1E+11,LOUISIANA PACIFIC CORP ROXBOR O OSB,10475 BOSTON RD,ROXBORO,PERSON,NC,27574,,,36.52113,-78.90658,NO,321,Wood Products,,,,,,,321219,,,,,,1.31521E+12,ACETALDEHYDE,75070,5280,YES,TRI,NO,0,YES,R,Pounds,38,18174,0,0,0,0,0,0,0,0,0,0,0,0,18212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18212,0,0,18212,0,0,0,0,0,0,46152,0,64364,,PRODUCTION,1.05,LOUISIANA PACIFIC CORP,61500534
2015,28110CNSLD780PA,1.1E+11,CONSOLIDATED METCO INC,780 PATTON AVE,MONROE,UNION,NC,28110,,,34.99736,-80.56001,NO,331,Primary Metals,,,,,,,331524,,,,,,1.31521E+12,ALUMINUM (FUME OR DUST),7429905,149476,NO,TRI,NO,4,NO,R,Pounds,0,40256,0,0,0,0,0,0,0,0,0,0,0,0,40256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40256,0,0,40256,0,0,0,0,0,0,0,0,40256,,PRODUCTION,0.81,CONSOLIDATED METCO INC,9056037
2015,28638CHMCLPOBOX,1.1E+11,RPM WOOD FINISHES GROUP INC,3194 HICKORY BLVD,HUDSON,CALDWELL,NC,28638,,,35.84148,-81.46758,NO,325,Chemicals,,,,,,,325510,,,,,,1.31521E+12,"1,2,4-TRIMETHYLBENZENE",95636,16261,NO,TRI,NO,0,NO,R,Pounds,573,570,0,0,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,0,2030,0,0,0,0,0,0,0,1143,0,0,1143,0,0,0,2030,0,0,0,0,3173,,PRODUCTION,1.05,RPM INTERNATIONAL INC,4155651
2015,27343RXBRS1700D,1.1E+11,DUKE ENERGY PROGRESS LLC - ROXBORO STEAM ELECTRIC PLANT,1700 DUNNAWAY RD,SEMORA,PERSON,NC,27343,,,36.4833,-79.0731,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31521E+12,ARSENIC COMPOUNDS,N020,649418,YES,TRI,YES,1,NO,R,Pounds,1,120,340,0,0,0,0,0,36000,0,0,0,260,0,36721,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36724,0,36000,720,2,1,0,0,0,0,0,0,36723,,PRODUCTION,0.73,DUKE ENERGY CORP,6996052
2015,28208SHLND3930G,1.1E+11,NEXEO SOLUTIONS LLC,3930 GLENWOOD DR,CHARLOTTE,MECKLENBURG,NC,28208,,,35.25092,-80.88668,NO,4246,Chemical Wholesalers,,,,,,,424690,562211,,,,,1.31521E+12,ETHYLENE GLYCOL,107211,24257,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6900,0,0,6900,4680,0,0,0,0,4680,30387,0,30387,500,0,0,0,0,0,500,6900,0,0,0,0,6900,0,30387,0,4680,0,500,42467,,PRODUCTION,2.11,NEXEO SOLUTIONS HOLDINGS LLC,78346156
2015,28273WRTHC11750,1.1E+11,BRENNTAG MID-SOUTH,11750 FRUEHAUF DR,CHARLOTTE,MECKLENBURG,NC,28273,,,35.12582,-80.95812,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1.31521E+12,DIETHANOLAMINE,111422,27516,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,BRENNTAG N.A. INC,41167107
2015,27244RGCMP100RE,1.10001E+11,ENGINEERED CONTROLS INTERNATIONAL LLC,100 REGO DR,ELON,ALAMANCE,NC,27244,,,36.10174,-79.5184,NO,332,Fabricated Metals,,,,,,,332911,,,,,,1.31521E+12,COPPER,7440508,150086,NO,TRI,YES,1,NO,R,Pounds,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1210,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,94,0,0,10,30.24,11.76,0,0,0,1210,0,0,1262,,PRODUCTION,0.89,ENGINEERED CONTROLS INTERNATIONAL,963842963
2015,28071RCSQR2075H,1.10008E+11,ORICA USA INC-GOLD HILL,2075 HIGH ROCK RD,GOLD HILL,ROWAN,NC,28071,,,35.53782,-80.30847,NO,325,Chemicals,,,,,,,325920,,,,,,1.31521E+12,THIOUREA,62566,3665,NO,TRI,NO,0,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,ORICA USA INC,949299622
2015,28311KLLYS6650R,1.1E+11,THE GOODYEAR TIRE & RUBBER CO FAYETTEVILLE PLANT,6650 RAMSEY ST,FAYETTEVILLE,CUMBERLAND,NC,28311,,,35.17187,-78.86062,NO,326,Plastics and Rubber,,,,,,,326211,,,,,,1.31521E+12,LEAD COMPOUNDS,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,18.7,1.69,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,89.4,0,9.4,98.8,0,0,0,0,0,0,0,0,0,0,22.08,0,0,18.7,1.0647,0.6253,0,0,0,98.8,0,0,119.19,,PRODUCTION,1.08,THE GOODYEAR TIRE & RUBBER CO,4467924
2015,2841WTRXSL22RAL,1.10042E+11,VERTEX RAILCAR CORP,202 RALEIGH ST,WILMINGTON,NEW HANOVER,NC,28412,,,34.18081,-77.94004,NO,336,Transportation Equipment,,,,,,,336510,,,,,,1.31521E+12,CHROMIUM,7440473,150060,YES,TRI,YES,1,YES,R,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12520,12520,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,0,0,0,12520,0,0,13020,,,,NA,
2015,28677PRNML173MC,1.1E+11,LAND O'LAKES PURINA FEED LLC - STATESVILLE,173 MCNESS RD,STATESVILLE,IREDELL,NC,28677,,,35.75389,-80.79541,NO,311,Food,,,,,,,311119,,,,,,1.31521E+12,MANGANESE COMPOUNDS,N450,650010,YES,TRI,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,LAND O LAKES INC,6253835
2015,27576XXNMB2555W,1.10001E+11,MARATHON PETROLEUM CO - SELMA W OAK ST TERMINAL,2555 W OAK ST,SELMA,JOHNSTON,NC,27576,,,35.55362,-78.3092,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31521E+12,N-HEXANE,110543,26740,YES,TRI,NO,0,NO,R,Pounds,590,640,0,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1237,0,0,1200,7,0,0,0,0,0,19000,1,20208,,PRODUCTION,0.97,MARATHON PETROLEUM CORP,968393996
2015,28328CMPBL224FA,1.1E+11,CAMPBELL OIL & GAS CO,224 FAISON HWY,CLINTON,SAMPSON,NC,28328,,,35.00735,-78.30882,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31521E+12,METHYL TERT-BUTYL ETHER,1634044,89870,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ACTIVITY,1,CAMPBELL OIL & GAS CO,NA
2015,27962WYRHSTROWB,1.10014E+11,DOMTAR PAPER CO LLC-PLYMOUTH MILL,TROWBRIDGE RD,PLYMOUTH,MARTIN,NC,27962,,,35.861716,-76.779683,NO,322,Paper,,,,,,,322110,,,,,,1.31521E+12,CHLORINE,7782505,154328,YES,TRI,NO,0,NO,R,Pounds,174,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,174,0,0,0,0,0,0,13374,0,13548,,PRODUCTION,1.06,DOMTAR CORP,1306992
2015,27549TNYLM309BU,1.10007E+11,TONEY LUMBER CO,309 BUNN RD,LOUISBURG,FRANKLIN,NC,27549,,,36.08797,-78.30422,NO,321,Wood Products,,,,,,,321113,,,,,,1.31521E+12,LEAD COMPOUNDS,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0,9.81,0,0,0,0,0,0,0,0,0,0,0,0,9.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81,0,0,9.81,0,0,0,0,0,0,0,0,9.81,,PRODUCTION,1.06,NA,
2015,28328CMPBL224FA,1.1E+11,CAMPBELL OIL & GAS CO,224 FAISON HWY,CLINTON,SAMPSON,NC,28328,,,35.00735,-78.30882,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31521E+12,ZINC (FUME OR DUST),7440666,150235,NO,TRI,NO,4,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ACTIVITY,1,CAMPBELL OIL & GAS CO,NA
2015,28645MRLNC1333V,1.10013E+11,MARLIN CO INC,1333 VIRGINIA ST,LENOIR,CALDWELL,NC,28645,,,35.88465,-81.56351,NO,325,Chemicals,,,,,,,325613,,,,,,1.31521E+12,CERTAIN GLYCOL ETHERS,N230,649541,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NA,
2015,28075MNRLRHWY49,1.10058E+11,CHEMICAL SPECIALTIES LLC,5910 PHARR MILL RD,HARRISBURG,CABARRUS,NC,28075,,,35.33417,-80.6177,NO,325,Chemicals,,,,,,,325180,,,,,,1.31521E+12,ZINC COMPOUNDS,N982,649699,NO,TRI,YES,1,NO,R,Pounds,5,1,269,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355,0,0,275,0,2080,0,0,0,0,0,0,2355,,PRODUCTION,1.04,HUNTSMAN CORP,182575584
2015,28120RRCHM201WE,1.1E+11,ARROCHEM INC,201 WESTLAND FARM RD,MOUNT HOLLY,GASTON,NC,28120,,,35.3146,-81.04322,NO,325,Chemicals,,,,,,,325613,,,,,,1.31521E+12,METHANOL,67561,4283,YES,TRI,NO,0,NO,R,Pounds,291,1152,0,0,0,0,0,0,0,0,0,0,0,1400,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2843,0,0,2843,0,0,0,0,0,0,0,0,2843,,PRODUCTION,1,NA,
2015,28542CMPLJATTNA,1.10042E+11,MCIEAST-MCB CAMLEJ MAIN FACILITY,12 POST LN,CAMP LEJEUNE,ONSLOW,NC,28547,,,34.71778,-77.34291,YES,999,Other,,,,,,,928110,,,,,,1.31521E+12,ETHYLENE GLYCOL,107211,24257,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44173,44173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44173,0,0,44173,,ACTIVITY,1.12,US DEPARTMENT OF DEFENSE,NA
2015,28208TRNSR4500M,1.1E+11,TRANE,4500 MORRIS FIELD DR,CHARLOTTE,MECKLENBURG,NC,28208,,,35.21707,-80.92051,NO,333,Machinery,,,,,,,333415,,,,,,1.31521E+12,CHROMIUM,7440473,150060,YES,TRI,YES,1,YES,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,INGERSOLL-RAND CO,1368026
2015,28694GVTNW4THEP,1.10037E+11,GE AVIATION WEST JEFFERSON,400 THE PROFESSIONAL DR,WEST JEFFERSON,ASHE,NC,28694,,,36.384531,-81.500174,NO,336,Transportation Equipment,,,,,,,336412,,,,,,1.31521E+12,NICKEL,7440020,149674,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,524000,0,0,0,524000,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,524000,0,0,524001,,PRODUCTION,0.96,GENERAL ELECTRIC CO (GE CO),1367960
2015,27806TXSGLHIGHW,1.10001E+11,PCS PHOSPHATE CO INC,1530 NC HWY 306 S,AURORA,BEAUFORT,NC,27806,,,35.37745,-76.778816,NO,325,Chemicals,,,,,,,325312,325180,212392,,,,1.31521E+12,ANTIMONY,7440360,149963,YES,TRI,YES,1,NO,R,Pounds,0,16,0,0,0,0,0,0,3265,0,0,0,0,0,3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281,0,3265,16,0,0,0,0,0,0,0,0,3281,0,PRODUCTION,1.05,POTASH HOLDING CO,79102116
2015,28052FRGHT1400T,1.1E+11,DAIMLER TRUCKS NA LLC,1400 TULIP DR,GASTONIA,GASTON,NC,28052,,,35.28778,-81.20262,NO,336,Transportation Equipment,,,,,,,336211,,,,,,1.31521E+12,CHROMIUM,7440473,150060,YES,TRI,YES,1,YES,R,Pounds,2.29,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,105811,0,0,105811,0,0,0,0,0,0,0,0,0,0,2.63,0,0,2.39,0.0912,0.0288,0,0,0,105811,0,0,105813.51,,PRODUCTION,1.7,DAIMLER TRUCKS N.A. LLC,NA
2015,28562STNDY101IN,1.10001E+11,MOEN INC,101 IND US TRIAL DR,NEW BERN,CRAVEN,NC,28562,,,35.14147,-77.16272,NO,332,Fabricated Metals,,,,,,,332913,,,,,,1.31521E+12,COPPER COMPOUNDS,N100,649491,NO,TRI,YES,1,NO,R,Pounds,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,1.89,0,0,1.89,0,0,0,0,0,200,0,0,201.89,,PRODUCTION,1.14,FORTUNE BRANDS HOME & SECURITY,1144237
2015,27834MTLLX251IN,1.10015E+11,METALLIX REFINING  INC,251 INDUSTRIAL BLVD,GREENVILLE,PITT,NC,27834,,,35.64516,-77.36382,NO,331,Primary Metals,,,,,,,331492,,,,,,1.31521E+12,LEAD COMPOUNDS,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.9,0,0,0,0,0,0,0,0,0.9,,ACTIVITY,3,NA,
2015,28052FRGHT1400T,1.1E+11,DAIMLER TRUCKS NA LLC,1400 TULIP DR,GASTONIA,GASTON,NC,28052,,,35.28778,-81.20262,NO,336,Transportation Equipment,,,,,,,336211,,,,,,1.31521E+12,COPPER,7440508,150086,NO,TRI,YES,1,NO,R,Pounds,23.64,0.23,0.0000012,0,0,0,0,0,0,0,0,0,0,0,23.8700012,0.35,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,287159,0,0,287159,0,0,0,0,0,0,0,0,0,0,24.5700012,0,0,23.8700012,0.252,0.098,0,0,0,287159,0,0,287183.22,,PRODUCTION,1.7,DAIMLER TRUCKS N.A. LLC,NA
